video_name,text
mfp9Jb5pfEY_e3,"Mental handicap"" should be replaced with the broader concept of ""learning difficulties""."
a4bbc6c5cd3e-21,"Next, Little Monkey sees a zebra."
jXYcAvK7MTA--28,of the merchant caravans. The prathama-kulika
NoVPRWXWUZE--31,without the support of flourishing villages.
xhDEUCqqW9s_d,a person who buys goods or a service
eie6yTNbN4k_e1,I don't want to be a burden on my children.
XVP5zcTXVtc--152,Appears in public are celebrated with grand royal processions.
gglZG3bINHs_e1,There has been tenacious local opposition to the new airport.
uKIi5p4ozh8_e4,The gangster pulled a knife on me and tried to slash my face.
a4bbc6c5cd3e-45,A wise woman does not hear him.
soTXzil_LzI--178,What have you to say in your defense?
mxJapRjh1BM_e1,The sticks when divided were broken; together they were unbreakable.
LjnS-cnPY0I--248,This survive in a charred form. Do you think?
7fb2b0e77c2e-69,What shall I be when I grow up?
s5ev9o9-Hj4_e1,We hired a magician to entertain the children.
ijrjSBx7WTc--7,The synopsis are the first part of the story.
UbSkIyCl70A--149,over the age of 30 were recognized as
NoVPRWXWUZE--8,Prabhakar sat watching the smiths at the local shop.
4c422e10f21d-96,The monkey is happy and is smiling with his teeth out.
7cd20394895c-37,What did the big black crow say?
NoVPRWXWUZE--97,owned by others. In most villages
iMlR4QLSWok--102,Uncle told me blank while he was away.
Tnqdxu8niOQ_e2,The security system will not permit you to enter without the correct password.
29e7bf42fd88-143,"Bhaiya, I'm sorry. What you say is true."
9ezqwvdzW90--243,"Shivangi says, yes, this is the remainder."
9bxtIE0Tygg--29,It is the story of a merchant named...
b43a1342f8f5-37,We have a new teacher for clay modelling and pottery.
yzP6HD0Zr3Y--48,Forget the consequences she said at last.
4b41f9df012f-87,pictures of fruits and vegetables given. Cabbage
A2VCUgPweiU--59,which became a central feature of later Hinduism gained in importance.
PqLN4NQIi5w--5,But how long do such quarrels last?
607852ae99dd-73,Here is a picture maze given below.
BsarjXadUR0_e1,He was afraid that the other kids would laugh at him.
_52T6uMp5X8_e1,We'd worked together for years and developed a close/good rapport.
T0waubuK70M_e1,She was a ravishing sight in her wedding dress.
_z-285qczGg_e3,More people are binge-watching their favorite shows thanks to video streaming.
0YoN6sdJ84Y_e2,I used to pretend when I was young.
uhg87vE3L0k_e3,"3.He looks handsome. But still, he is mannerly as usual."
d5d9a14756d5-8,Let's find out what he did then.
83326b7bbc9c-31,The pundit was surprised. The pundit was surprised.
WerZ1Hp6IDA_e1,They called off this afternoon's meeting
it4GglIkMLY--88,as were some farmers and traders. Others
jDy4C7B8OwI--158,"On this page, you can see map number 6."
366805e50016-19,had a black and blue shirt.
IpRLdrFqxKk--39,experiment with the electric wires and sockets.
FyPkQyJWsjs--15,and what not? treated by a variety
IpRLdrFqxKk--130,Would you like to make a torch for yourself?
a4bbc6c5cd3e-55,What does little monkey want to be?
U-c1RT4IfL8_e2,I felt deeply ashamed for my father's impoliteness.
83326b7bbc9c-64,Black space has been provided for your answer.
006faf1f7c93-25,How did the big brown horse go?
kJA8CfMH3Kg_e1,He emphasized that all the people taking part in the research were volunteers.
vekaTiI1qjw--30,Many thanks for your kindness to a poor traveler.
hM959_pXlrE--120,Complete this table according to your observation.
6egMMBnQUbY_e4,The committee can integrate the different plans.
8c94dca71c3c-16,What are the things the Sultan gave to the Barber?
jDy4C7B8OwI--155,Suppose you had the power to inscribe your orders. What four commands?
A2VCUgPweiU--66,"belonging to the so-called high or low caste, man or woman, could follow the..."
yzP6HD0Zr3Y--142,What did the specialist prescribe in addition to medicine?
FyPkQyJWsjs--134,"But she still follows the doctor's advice, an hour of sunlight."
N7O_KBF1Qqc--85,We make them share in misfortune too.
1e22be414f61-113,"I, Dash, wool on me. What?"
a0GJqWQf2so--112,it will bring rain. Perhaps our daughter.
mJ69KqzX3lU--6,bought aam paapad that is dried mango slice from a shop.
48WUtsrvBYg_e2,Her words had a soothing effect.
7fb2b0e77c2e-30,The Flying Man is a pilot.
d098223e6757-42,Let's find two things which you can do and the birds can do.
1f1bb4e3121b-288,I don't usually walk to school. I often go by cycle.
hM959_pXlrE--65,Bring the clip near the base of the cup.
iuGT90_P4Qk--13,Mohini has to make the same without looking at it.
e64b379cc5f8-79,On the left there are three wheels.
U7QdFuJZyho_e2,She was punished by teachers for answering back.
07285daf5fd0-81,Fill in the blank with the right form of the word WANT over here.
pKSDna_7WYE_e1,He thanked his mother for being unconditionally supportive.
FyPkQyJWsjs--145,What did Saida tell the sun rays to do?
4ea55d87345a-40,the roar of the mother tiger.
Ul_l1OSDl7o_e2,It's the largest fully-enclosed shopping center in the world.
d73da12c66f0-12,"Malu said to her mother one day, Ma, I'm going far out to play."
366805e50016-33,Hari left to his feet crying loudly.
57cab2a92c69-265,Here are some popular English Proverbs.
39b5990995ba-40,Use the blackboard to put down new words.
NoVPRWXWUZE--187,"As we had seen, some of these cities were surrounded by massive fortification walls."
43a0131cb836-17,The mosquito continued to buzz. The tiger got up and quietly walked away.
f8fc65200887-155,Make paper bags from old newspaper.
A2VCUgPweiU--144,Blessed are the pure in heart for they shall see God.
jkNrqIsk3v0_e3,We were summoned to the headmaster's office.
soTXzil_LzI--200,7. Algu found himself in a tight spot.
dac1fcc8319a-44,"Why did Goopu, Doopu and Furry want to go to Mumbai?"
49d5108ee364-30,Our beautiful tree has so many things.
it4GglIkMLY--206,This in turn meant enormous labour.
nIjAEHi-6HU--262,Animals which eat both plants as well as other animals are called Omnivores. Exercises
ZkPqEGgCxaY_e4,It is a heart-warming tale of courage and abnegation.
ovYYEWMtW9M--58,who were regarded as shudras by the priests were excluded from many rituals.
tRdqPGHDEvM--8,"To which Isha replies, my mother made this pattern."
533abb879383-49,"Who said, Do not cook pot?"
8cfebb40f2b9-26,Curlylocks fell asleep in the tiny little bed.
B2xV05A7TbI_e1,Don't forget to add on your traveling expenses/add your expenses on.
4c10721611b2-101,"Doctor, take care of sick people Doctor, take care of sick people"
e90d992d5756-126,Help them with a few examples.
zoBP39jyRMs--286,Beginning of the use of iron.
2A5tpFkt8ic_e1,She seems to exult in her power.
tz0m5R2Tfeo_e2,A large bouquet of roses arrived on her desk.
1-YUm865HA0--227,Where there any janapadas in your state
mR2b0PyRTN8_e2,Add the seasoning and bring the sauce to the boil .
_EVjLdEmSOA--109,Inspection holes were provided at intervals to clean them.
f8fc65200887-142,but need a friend to fly it with.
6dvgNioTESo--17,They must follow very strictly the rules of Ahinza.
vekaTiI1qjw--9,He did not have even a small cottage of his own.
faa294a9bc4f-100,Now we can see some pictures and some sentences describing them.
Vbeiz94SyEI--70,chiefs and kings who control the river valleys and the coasts.
s8BUs77tQZ4--144,We can find out about some kings from biographies.Harshvardan..
NCi0-MMvDMU_e2,That seems expensive - have you compared prices in other shop?
jDy4C7B8OwI--166,Chapter number 9. We have Dominorill to build the Colored
c336d8d84dc2-32,Here is a picture of a ball.
IpRLdrFqxKk--47,What is inside the glass case of the bulb?
3a6cfc943757-86,Nobody took haris hand. Nobody went near him.
iMlR4QLSWok--205,but did not win any prize.
zoBP39jyRMs--72,Mathura became the second capital of the Kushanas.
BG__MHnFZgE_e1,"an outpouring of anger, abuse, or complaint"
0853cfecacd9-21,"Mama, what shape is the gate?"
jDy4C7B8OwI--51,People observe other practices. This would be more fruitful.
s8BUs77tQZ4--161,His brother-in-law was the ruler of Kannauj.
NwVF-WWZ0Bc--156,Dash centimeter cubes will fit on the Math Magic book.
nIjAEHi-6HU--112,"Cows, goats and buffaloes are some common animals which give us milk."
b43a1342f8f5-25,The format of a letter is given to you.
809a3a5e02d1-40,into Helen's hand. She made the letter.
4ea55d87345a-90,Match the animals with their young ones.
8YFALsHOQQY--60,The watch was nothing special and yet...
607852ae99dd-22,Sonia is learning to play the piano.
2b2718e10f2f-92,Tell things in the right order.
3hA8oqpI65k--79,"On the top right corner of the page,"
ovYYEWMtW9M--206,all of this. from this page.
cb8925f9924b-99,The first one that is done is...
8YFALsHOQQY--95,Do you think the man would ever come back to pick up the watch?
4c422e10f21d-35,What is the colour of the sun?
s8BUs77tQZ4--140,"According to later belief, his quote was full of learned people."
39b5990995ba-34,Children can start a small garden in pots or outdoors
OULWYgqS9ek_e1,The law forbids the sale of cigarettes to people under the age of 16.
LjnS-cnPY0I--192,kings often kept records of victories in battle.
yzP6HD0Zr3Y--21,"Though weak and colourless, she was forbidden normal food."
OmSt-ldl6_A_e3,We've arranged to stay overnight at my sister's house.
1-YUm865HA0--20,and hunters and gatherers also had to provide forest produce.
ed5590797795-11,and I will call you Sundari.
4ea55d87345a-175,Then complete this crosswood puzzle. The first clue is done for you.
70745e15917e-64,"Then, I don't need to eat for a fortnight."
ce825058c63e-18,1. Who does the postman bring letters for?
b43a1342f8f5-43,It is nice to be back in school with my friends and teachers.
6422c75b4261-42,The man in the bookshop smiled at us.
a4bbc6c5cd3e-51,Is there anyone in your class whom you like?
iMlR4QLSWok--52,"When he tried again, he got a table lamp worth more than 10 rupees."
77e29639c256-58,"Connect the dots once again to make the small letter L, L for lizard."
cfa51960d936-17,The elephant picked up the little monkey.
50Qibhk4sD0_d,thinking or worrying about something too much
O8V8kz6JcFs--205,"The second tells us what must, therefore be done."
1f1bb4e3121b-257,Fill in the blanks using the words in the previous questions.
BwHKycUKnYM_e2,"Would you get involved in a fight?"" ""It would depend on the situation."
c02914d169b6-75,Writing needs practice before it becomes spontaneous and neat.
6MxCP_583q8_d,"of or from a long time ago, having lasted for a very long time"
1-YUm865HA0--107,What had to be done and how through discussion?
Zc2bgIDZ-Ks--61,He came riding on his camel.
7cd20394895c-48,Parrot with a red beak. Can you really speak?
831fec5793da-71,"2. Add no, some and every to the word body to make new words.Dash."
4b41f9df012f-86,Chilli. On the right side we have...
NwVF-WWZ0Bc--173,A geometry box is about – cm cubes.
soTXzil_LzI--38,My wife knows best how to run the house. The patient said Jumman shamelessly.
TYbsjtUmRmQ--68,he believed that results of our actions
jXYcAvK7MTA--138,that could survive in the desert.
it4GglIkMLY--13,were they so excited? Somewhat impatiently...
H7sMDW2U3LQ--21,Add a sound that you think is beautiful.
1y33mnpgqyE_e1,The bill amount Rs.20000 includes tax and service.
366805e50016-60,Complete the blanks with rhyming words of the following and practice allowed.
8cfebb40f2b9-15,She ate the porridge from the big bowl. It was very hot.
d2e656de0bda-21,Describe what you will feel when you see a kite flying near you.
9bc677ce073e-68,Trace along the dotted lines to make...
d5d9a14756d5-155,I can't dance at all. For example...
831fec5793da-27,Take right those that you did.
a6301b463ff0-80,that the sky dash is was falling.
XVP5zcTXVtc--228,They should try to think about how to spread dhamma.
Mt3ApRf_B8I_d,"think about (something) carefully, especially before making a  decision or reaching a conclusion."
LjnS-cnPY0I--45,fruits and other forest produce for their food.
9e2c92e2b0b0-62,"write in the blank, the letters for hint are R A"
dac1fcc8319a-75,And on the second shelf put short i words.
jDy4C7B8OwI--184,in South India on the map.
366805e50016-26,Give the full forms of. Wont!
s8BUs77tQZ4--166,although he was successful in the East and conquered Magadha.
343da2e475d7-32,will find them and know who I am.
hM959_pXlrE--73,There will be a magnet at the end of our shepherds stick.
myIXH3PjvoI--101,This is one of the sides of a shape.
Vbeiz94SyEI--24,How do you think it reached these places?
3b078f38c03b-5,"Please come in, come in Ashok."
bGqx2eKgdB0_e3,Mellow music and lighting helped to create the right atmosphere.
a-tA9XP1DTQ_d,"to copy someone's speech or behavior, or to copy something as a model"
hM959_pXlrE--152,You can do this activity using pins.
d5d9a14756d5-156,I wrote the letter but I forgot.
nIjAEHi-6HU--76,and add more examples to this list.
1782bea75c7d-17,"That's true, the first line is shorter now."
_EVjLdEmSOA--92,and Luther had elaborate store houses.
JyqULf1GsxQ_d,"having or involving several parts, elements, or members"
hM959_pXlrE--22,The lid fits tightly when we close it even without a locking arrangement.
1f1bb4e3121b-143,made him fall asleep for 20 years.
8cfebb40f2b9-80,Now form them into sentences of your own.
Nn9spzBqmMs--121,"When he began to sing, the air became warm."
MjFpCgFgt1A--4,You are shown three branches of a rose in figure 7.19.
vhi1ETHILvY_e3,They should be in residential care but there are no places available.
it4GglIkMLY--105,They were expected to fight battles and protect people.
s8BUs77tQZ4--53,This map is based on the information provided in the Prashasti.
08f145493328-2,Have you ever collected shells? Enjoy this poem.
vekaTiI1qjw--10,He had never been to school or learned to read and write.
1cc162c590dc-114,Tail when it's pleased but a cat waves its tail when it's angry. 3
a6301b463ff0-10,I'll come too said cocky locky
992d9f7b37d2-124,Don't wear nylon or polyester clothes while lighting firecrackers.
4ea55d87345a-8,When the langur monkey saw her
DG6Bx2bDqFM--71,Do you think it is better use compost instead of chemical fertilizers?
c336d8d84dc2-36,"And again, here is a picture of a flower."
wIZfRACbuPo_e3,"In many countries, it is a convention to wear black at funerals."
d5d9a14756d5-138,and join the sentences in column.
nIjAEHi-6HU--170,Take some dry seeds of moong or chana.
2f9740e42167-114,can be written in capital as well as small letters. Draw the attention.
